al_geo_id	al_vote_id	countyfp10	vap	statefp10	vtdst10	ctyvtd	geo_old	geoid10	vtdi10	name10	namelsad10	lsad10	mtfcc10	funcstat10	aland10	awater10	intptlat10	intptlon10	name	pop100	al_agg	fraction	v24	precinct	tot08	usp_d_08	usp_r_08	usp_tot	uss_d_08	uss_r_08	uss_tot	ush_d_08_1	ush_r_08_1	ush_tot__1_	tot06	ush_d_06_1	ush_r_06_1	gov_d_06	gov_r_06	ltgov_d_06	ltgov_r_06	ag_d_06	ag_r_06	sos_d_06	sos_r_06	treas_d_06	treas_r_06	audit_d_06	audit_r_06	ush_d_08	ush_d_06	ush_r_08	ush_r_06	p_08	s_08	h_08	g_06	a_06	h_06	l_06	y_06	t_06	d_06	av	ndv	nrv
1557	"2073"	101	3529	1	"415"	"101 415"	"11010415"	"011010415"	"A"	"4O Wares Ferry Road Elementary School"	"4O Wares Ferry Road Elementary School"	0	"G5240"	"N"	5657765	154661	32.404324	-86.19096	"4O Wares Ferry Road Elementary School"	5139	"3529"	"1"	"NA"	"WARES FERRY RD ELEMENTARY 1, 2"		1638.0	698.0	2344.0	1509.0	807.0	2318.0	1240.0	376.0	1617.0	1377.0	519.0	415.0	830.0	532.0	864.0	503.0	756.0	610.0	745.0	604.0	721.0	624.0	806.0	505.0	844.0	366.5	315.5	300.5	0.70119864	0.6515544	0.7673267	0.60939795	0.5534407	0.54947525	0.632041	0.55226094	0.5360595	0.6147979	0.6167553	1440.7404	895.25964
1558	"2030"	101	2868	1	"511"	"101 511"	"11010511"	"011010511"	"A"	"5K Lakeview Baptist Church Voting Center"	"5K Lakeview Baptist Church Voting Center"	0	"G5240"	"N"	26398374	1014182	32.4095	-86.15197	"5K Lakeview Baptist Church Voting Center"	3456	"2868"	"1"	"NA"	"LAKEVIEW BAPTIST CHURCH 1, 2"		618.0	1510.0	2144.0	511.0	1613.0	2125.0	629.0	1479.0	2109.0	1756.0	389.0	1301.0	458.0	1270.0	611.0	1112.0	577.0	1160.0	366.0	1348.0	365.0	1356.0	450.0	1201.0	629.0	389.0	1479.0	1301.0	0.29041353	0.2405838	0.2983871	0.2650463	0.33218193	0.23017752	0.35461405	0.21353559	0.21208599	0.2725621	0.27095878	576.6003	1551.3997
1559	"2012"	101	1438	1	"404"	"101 404"	"11010404"	"011010404"	"A"	"4D Hamner Hall Fire Station Voting District"	"4D Hamner Hall Fire Station Voting District"	0	"G5240"	"N"	2646484	274175	32.37653	-86.31266	"4D Hamner Hall Fire Station Voting District"	1592	"1438"	"1"	"NA"	"HAMNER HALL FIRE 1, 2"		456.0	50.0	507.0	413.0	78.0	491.0	459.0	34.0	493.0	275.0	214.0	53.0	212.0	58.0	235.0	37.0	208.0	59.0	213.0	53.0	202.0	63.0	215.0	42.0	459.0	214.0	34.0	53.0	0.90118575	0.8411405	0.9310345	0.78518516	0.7790262	0.8014981	0.8639706	0.80075186	0.76226413	0.83657587	0.83026326	420.11322	85.88678
1560	"2053"	101	3586	1	"408"	"101 408"	"11010408"	"011010408"	"A"	"4H North Montgomery Community Center Voting District"	"4H North Montgomery Community Center Voting District"	0	"G5240"	"N"	16571205	1552705	32.434433	-86.28028	"4H North Montgomery Community Center Voting District"	4796	"3586"	"1"	"NA"	"SHERIDAN HEIGHTS 1, 2"		2178.0	167.0	2348.0	2060.0	238.0	2300.0	2177.0	140.0	2320.0	1304.0	1109.0	164.0	1141.0	157.0	1192.0	102.0	1097.0	192.0	1108.0	169.0	1090.0	185.0	1160.0	103.0	2177.0	1109.0	140.0	164.0	0.92878467	0.8964317	0.93957704	0.8790447	0.85104734	0.87117046	0.92117465	0.86765856	0.85490197	0.91844815	0.89282393	2093.672	251.32791
1561	"2066"	101	249	1	"409"	"101 409"	"11010409"	"011010409"	"A"	"4I Union Academy Baptist Church Voting District"	"4I Union Academy Baptist Church Voting District"	0	"G5240"	"N"	21999381	2468595	32.45725	-86.285126	"4I Union Academy Baptist Church Voting District"	312	"249"	"1"	"NA"	"UNION ACADEMY BAPTIST 1, 2"		77.0	71.0	148.0	75.0	72.0	147.0	86.0	58.0	144.0	94.0	51.0	42.0	56.0	38.0	60.0	34.0	53.0	40.0	55.0	37.0	51.0	41.0	56.0	33.0	86.0	51.0	58.0	42.0	0.5202703	0.5102041	0.5972222	0.59574467	0.56989247	0.5483871	0.63829786	0.59782606	0.5543478	0.6292135	0.5761406	85.26881	62.73119
1562	"1992"	101	376	1	"506"	"101 506"	"11010506"	"011010506"	"A"	"5F Davis Crossroads Substation"	"5F Davis Crossroads Substation"	0	"G5240"	"N"	88464366	959628	32.144093	-86.19009	"5F Davis Crossroads Substation"	450	"376"	"1"	"NA"	"DAVIS CROSSROADS VFD 1, 2"		66.0	146.0	215.0	51.0	162.0	213.0	63.0	147.0	211.0	147.0	37.0	102.0	45.0	99.0	69.0	77.0	46.0	101.0	38.0	107.0	37.0	108.0	52.0	87.0	63.0	37.0	147.0	102.0	0.31132075	0.23943663	0.3	0.3125	0.31292516	0.26618704	0.47260275	0.26206896	0.2551724	0.37410071	0.31063145	65.85387	146.14613
1563	"2046"	101	1901	1	"213"	"101 213"	"11010213"	"011010213"	"A"	"2M Pintala Volunteer Fire Dept Voting District"	"2M Pintala Volunteer Fire Dept Voting District"	0	"G5240"	"N"	203873624	3314478	32.143562	-86.34738	"2M Pintala Volunteer Fire Dept Voting District"	2314	"2480"	"0.766532258"	"NA"	"PINTLALA VFD 1, 2"		367.16895	583.33105	955.0992	335.74112	604.0274	941.30164	367.9355	567.2339	935.9359	643.12054	198.53186	416.99356	249.12299	379.43347	299.7141	332.675	254.48871	379.43347	214.62903	409.32822	198.53186	426.95847	235.32541	367.16895	367.9355	198.53186	567.2339	416.99356	0.3862903	0.3572594	0.39344263	0.39634147	0.40145102	0.32254046	0.4739394	0.34398034	0.31740198	0.39058524	0.37832323	359.59622	590.90375
1564	"2040"	101	2682	1	"514"	"101 514"	"11010514"	"011010514"	"A"	"5N Peter Crump School Voting District"	"5N Peter Crump School Voting District"	0	"G5240"	"N"	5677578	54225	32.30168	-86.25632	"5N Peter Crump School Voting District"	3754	"2682"	"1"	"NA"	"PETER CRUMP SCHOOL 1, 2"		1888.0	97.0	1988.0	1807.0	160.0	1967.0	1827.0	131.0	1958.0	1220.0	1010.0	157.0	1046.0	168.0	1085.0	124.0	989.0	223.0	994.0	206.0	970.0	229.0	1062.0	125.0	1827.0	1010.0	131.0	157.0	0.9511335	0.91865784	0.933095	0.8616145	0.8160066	0.865467	0.8974359	0.8283333	0.8090075	0.8946925	0.87754434	1741.9255	243.07443
1565	"1967"	101	6085	1	"308"	"101 308"	"11010308"	"011010308"	"A"	"3H Auburn University at Montgomery"	"3H Auburn University at Montgomery"	0	"G5240"	"N"	14214705	72546	32.36639	-86.16898	"3H Auburn University at Montgomery"	7615	"6085"	"1"	"NA"	"AUM 1, 2"		1199.0	2091.0	3306.0	1020.0	2241.0	3262.0	1191.0	2042.0	3233.0	2011.0	472.0	1453.0	572.0	1416.0	725.0	1261.0	637.0	1349.0	464.0	1507.0	434.0	1535.0	538.0	1363.0	1191.0	472.0	2042.0	1453.0	0.3644377	0.3127875	0.3683885	0.28772637	0.32074523	0.24519481	0.36505538	0.23541349	0.22041646	0.28300893	0.30031744	988.0444	2301.9556
1566	"2042"	101	3020	1	"509"	"101 509"	"11010509"	"011010509"	"A"	"5I Pike Road Volunteer Fire Protection Authority"	"5I Pike Road Volunteer Fire Protection Authority"	0	"G5240"	"N"	279452365	1954495	32.252056	-86.061134	"5I Pike Road Volunteer Fire Protection Authority"	4169	"3020"	"1"	"NA"	"PIKE ROAD VFD 1, 2"		509.0	1347.0	1870.0	441.0	1394.0	1836.0	513.0	1310.0	1824.0	1092.0	275.0	759.0	314.0	764.0	422.0	644.0	341.0	737.0	278.0	789.0	264.0	798.0	320.0	699.0	513.0	275.0	1310.0	759.0	0.27424568	0.24032697	0.2814043	0.29128015	0.31632653	0.26595744	0.3958724	0.26054358	0.24858756	0.31403336	0.2888578	536.12006	1319.8799
1567	"2045"	101	732	1	"508"	"101 508"	"11010508"	"011010508"	"A"	"5H South Montgomery Volunteer Fire Station"	"5H South Montgomery Volunteer Fire Station"	0	"G5240"	"N"	227213519	894214	32.067543	-86.05836	"5H South Montgomery Volunteer Fire Station"	895	"732"	"1"	"NA"	"PINE LEVEL SO MO VFD 2"		65.0	170.0	238.0	61.0	174.0	235.0	65.0	169.0	234.0	193.0	41.0	137.0	61.0	131.0	78.0	108.0	57.0	132.0	58.0	130.0	47.0	137.0	63.0	117.0	65.0	41.0	169.0	137.0	0.27659574	0.25957447	0.2777778	0.31770834	0.3015873	0.23033708	0.41935483	0.30851063	0.25543478	0.35	0.2996881	70.426704	164.5733
1568	"2007"	101	5987	1	"510"	"101 510"	"11010510"	"011010510"	"A"	"5J Georgia Washington Jr. High School Voting District"	"5J Georgia Washington Jr. High School Voting District"	0	"G5240"	"N"	110479205	2492577	32.3666	-86.05757	"5J Georgia Washington Jr. High School Voting District"	7699	"5987"	"1"	"NA"	"G WASHINGTON SCHOOL 1, 2"		1372.0	1309.0	2689.0	1261.0	1388.0	2650.0	1346.0	1287.0	2633.0	1506.0	675.0	780.0	717.0	777.0	801.0	688.0	766.0	727.0	659.0	816.0	634.0	834.0	741.0	696.0	1346.0	675.0	1287.0	780.0	0.5117493	0.47602868	0.51120394	0.47991967	0.5130609	0.46391752	0.5379449	0.44677967	0.43188012	0.5156576	0.48881423	1310.511	1370.489
1569	"2049"	101	696	1	"504"	"101 504"	"11010504"	"011010504"	"A"	"5D Ramer Library Voting District"	"5D Ramer Library Voting District"	0	"G5240"	"N"	102164670	849837	32.0535	-86.247055	"5D Ramer Library Voting District"	809	"696"	"1"	"NA"	"RAMER PUBLIC LIBRARY 1, 2"		158.0	285.0	443.0	138.0	283.0	421.0	153.0	264.0	417.0	314.0	98.0	190.0	131.0	180.0	167.0	142.0	121.0	183.0	106.0	191.0	101.0	194.0	120.0	157.0	153.0	98.0	264.0	190.0	0.35665914	0.32779098	0.36690646	0.42122185	0.39802632	0.3402778	0.5404531	0.35690236	0.3423729	0.433213	0.38838238	172.05339	270.9466
1570	"2044"	101	683	1	"507"	"101 507"	"11010507"	"011010507"	"A"	"5G South Montgomery Volunteer Fire Dept Voting District"	"5G South Montgomery Volunteer Fire Dept Voting District"	0	"G5240"	"N"	107842646	444303	32.028408	-86.14814	"5G South Montgomery Volunteer Fire Dept Voting District"	841	"683"	"1"	"NA"	"PINE LEVEL SO MO VFD 1"		83.0	130.0	214.0	75.0	135.0	210.0	85.0	122.0	207.0	65.0	21.0	44.0	23.0	42.0	29.0	34.0	24.0	41.0	21.0	42.0	20.0	41.0	25.0	37.0	85.0	21.0	122.0	44.0	0.38967136	0.35714287	0.41062802	0.35384616	0.36923078	0.32307693	0.46031746	0.33333334	0.32786885	0.4032258	0.37283415	79.41367	133.58632
1571	"2064"	101	449	1	"503"	"101 503"	"11010503"	"011010503"	"A"	"5C Strata Church of Christ"	"5C Strata Church of Christ"	0	"G5240"	"N"	67803117	357515	32.024036	-86.27362	"5C Strata Church of Christ"	578	"449"	"1"	"NA"	"STRATA CHURCH OF CHRIST 1, 2"		79.0	132.0	212.0	69.0	139.0	208.0	75.0	131.0	206.0	141.0	46.0	86.0	54.0	84.0	70.0	67.0	50.0	90.0	47.0	89.0	51.0	86.0	59.0	65.0	75.0	46.0	131.0	86.0	0.3744076	0.33173078	0.36407766	0.39130434	0.35714287	0.34848484	0.5109489	0.34558824	0.37226278	0.47580644	0.38717544	81.694016	129.30598
1572	"2059"	101	6200	1	"512"	"101 512"	"11010512"	"011010512"	"A"	"5L Saint James United Methodist Church"	"5L Saint James United Methodist Church"	0	"G5240"	"N"	24661748	312596	32.3344	-86.12748	"5L Saint James United Methodist Church"	8680	"6200"	"1"	"NA"	"ST JAMES METHODIST 1, 2, 3"		865.0	2866.0	3744.0	654.0	3040.0	3698.0	877.0	2792.0	3675.0	2660.0	435.0	2135.0	510.0	2117.0	738.0	1870.0	726.0	1909.0	417.0	2176.0	399.0	2204.0	534.0	1960.0	877.0	435.0	2792.0	2135.0	0.23184133	0.17704386	0.2390297	0.1941378	0.2755218	0.1692607	0.28297547	0.1608176	0.15328467	0.21411388	0.20980269	782.7738	2948.2263
1573	"1969"	101	7503	1	"513"	"101 513"	"11010513"	"011010513"	"A"	"5M Bell Road YMCA Voting District"	"5M Bell Road YMCA Voting District"	0	"G5240"	"N"	17603104	154336	32.332615	-86.188095	"5M Bell Road YMCA Voting District"	9790	"7503"	"1"	"NA"	"BELL ROAD YMCA 1, 2, 3"		1307.0	2426.0	3761.0	1127.0	2587.0	3723.0	299.0	115.0	416.0	2573.0	137.0	131.0	701.0	1843.0	954.0	1579.0	854.0	1701.0	599.0	1914.0	593.0	1924.0	725.0	1687.0	676.0	304.0	1170.0	932.0	0.35012054	0.3034464	0.7222222	0.2755503	0.33424658	0.24595469	0.37662852	0.23836052	0.23559794	0.30058044	0.3382708	1262.765	2470.235
1574	"1996"	101	4313	1	"309"	"101 309"	"11010309"	"011010309"	"A"	"3I Eastdale Baptist Church Voting District"	"3I Eastdale Baptist Church Voting District"	0	"G5240"	"N"	9378020	118764	32.3937	-86.18187	"3I Eastdale Baptist Church Voting District"	5686	"4313"	"1"	"NA"	"EASTDALE BAPTIST CHURCH 1, 2"		1237.0	967.0	2216.0	1128.0	1054.0	2182.0	1205.0	955.0	2162.0	1249.0	484.0	709.0	545.0	693.0	648.0	583.0	564.0	672.0	491.0	732.0	479.0	747.0	558.0	637.0	1205.0	484.0	955.0	709.0	0.5612523	0.5169569	0.5578704	0.44022617	0.4563107	0.4056999	0.5264013	0.4014718	0.39070147	0.46694562	0.47238365	1041.1335	1162.8665
1575	"2128"	103	417	1	"12-Mar"	"103 39152"	"011033-12"	"011033-12"	"A"	"Turner Surles Community Resource Center"	"Turner Surles Community Resource Center"	0	"G5240"	"N"	11033525	7586567	34.655563	-87.076706	"Turner Surles Community Resource Center"	514	"417"	"1"	"NA"	"TURNER SURLES COMMUNITY CENTER"		312.0	6.0	320.0	292.0	19.0	312.0	303.0	11.0	314.0	176.0	168.0	0.0	160.0	15.0	164.0	10.0	160.0	13.0	165.0	9.0	162.0	9.0	162.0	10.0	303.0	168.0	11.0	0.0	0.9811321	0.9389067	0.96496814	0.9142857	0.9248555	1.0	0.9425287	0.94827586	0.94736844	0.94186044	0.9504182	302.23297	15.767023
1576	"2108"	103	1547	1	"1-Jan"	"103 39082"	"011031-1"	"011031-1"	"A"	"Macedonia Cumberland Pres. Church"	"Macedonia Cumberland Pres. Church"	0	"G5240"	"N"	24816248	3934688	34.628086	-87.0448	"Macedonia Cumberland Pres. Church"	1952	"1547"	"1"	"NA"	"MACADONIA CUMBERLAND CHURCH"		99.0	74.0	174.0	87.0	83.0	171.0	121.0	50.0	171.0	129.0	110.0	0.0	67.0	52.0	85.0	42.0	81.0	47.0	73.0	54.0	67.0	54.0	75.0	46.0	121.0	110.0	50.0	0.0	0.57225436	0.5117647	0.7076023	0.56302524	0.6328125	1.0	0.6692913	0.5748032	0.553719	0.6198347	0.64051074	110.80836	62.191643
1577	"2084"	103	2590	1	"11-Mar"	"103 39151"	"011033-11"	"011033-11"	"A"	"Benjamin Davis Elem School"	"Benjamin Davis Elem School"	0	"G5240"	"N"	4700681	24631	34.602154	-87.00627	"Benjamin Davis Elem School"	3550	"2590"	"1"	"NA"	"BENJAMIN DAVIS ELEMENTARY 1, 2"		1344.0	59.0	1405.0	1281.0	86.0	1367.0	1313.0	62.0	1376.0	716.0	683.0	0.0	638.0	71.0	650.0	62.0	636.0	72.0	645.0	55.0	640.0	56.0	650.0	45.0	1313.0	683.0	62.0	0.0	0.95794725	0.9370885	0.9549091	0.89985895	0.89830506	1.0	0.91292137	0.92142856	0.9195402	0.9352518	0.93372506	1310.0162	92.9837
1578	"2127"	103	2403	1	"16-1"	"103 16-1"	"0110316-1"	"0110316-1"	"A"	"Trinity Municipal Building"	"Trinity Municipal Building"	0	"G5240"	"N"	27117424	139853	34.59934	-87.075516	"Trinity Municipal Building"	3208	"2403"	"1"	"NA"	"TRINITY MUNICIPAL BLDG"		320.0	986.0	1323.0	290.0	1020.0	1310.0	13.0	61.0	74.0	891.0	20.0	31.0	331.0	539.0	411.0	456.0	360.0	490.0	328.0	520.0	305.0	524.0	348.0	447.0	267.5	318.0	376.5	15.5	0.24502297	0.22137405	0.17567568	0.38045976	0.42352942	0.9535232	0.47404844	0.38679245	0.36791316	0.43773586	0.4066075	531.0294	774.9706
1579	"2119"	103	1086	1	"1-Oct"	"103 39355"	"0110310-1"	"0110310-1"	"A"	"Ryan School"	"Ryan School"	0	"G5240"	"N"	82491158	345941	34.35779	-86.61861	"Ryan School"	1392	"1086"	"1"	"NA"	"RYAN SCHOOL"		85.0	397.0	490.0	71.0	409.0	480.0	78.0	398.0	476.0	380.0	95.0	263.0	128.0	222.0	166.0	201.0	132.0	232.0	118.0	226.0	97.0	248.0	128.0	196.0	78.0	95.0	398.0	263.0	0.17634855	0.14791666	0.16386555	0.36571428	0.36263737	0.26536313	0.45231608	0.34302327	0.28115943	0.39506173	0.2953406	142.35417	339.64584
1580	"2102"	103	393	1	"27-1"	"103 27-1"	"0110327-1"	"0110327-1"	"A"	"Gum Pond Fire Station"	"Gum Pond Fire Station"	0	"G5240"	"N"	25554193	130861	34.3376	-86.68433	"Gum Pond Fire Station"	542	"393"	"1"	"NA"	"GUM POND FIRE STATION"		56.0	153.0	212.0	50.0	160.0	210.0	57.0	150.0	207.0	164.0	42.0	116.0	57.0	97.0	77.0	79.0	60.0	101.0	56.0	98.0	56.0	99.0	53.0	88.0	57.0	42.0	150.0	116.0	0.26794258	0.23809524	0.2753623	0.37012988	0.3726708	0.2658228	0.49358976	0.36363637	0.36129034	0.37588653	0.33844265	70.73451	138.26549
1581	"2115"	103	799	1	"23-1"	"103 23-1"	"0110323-1"	"0110323-1"	"A"	"Oden Ridge Volunteer Fire Dept"	"Oden Ridge Volunteer Fire Dept"	0	"G5240"	"N"	48518287	60760	34.380943	-86.720856	"Oden Ridge Volunteer Fire Dept"	1066	"799"	"1"	"NA"	"ODEN RIDGE VOLUNTEER FIRE"		70.0	367.0	445.0	62.0	380.0	442.0	92.0	335.0	428.0	357.0	75.0	263.0	108.0	211.0	165.0	181.0	118.0	220.0	95.0	236.0	79.0	242.0	112.0	199.0	92.0	75.0	335.0	263.0	0.16018307	0.1402715	0.21545668	0.338558	0.34911242	0.22189349	0.4768786	0.28700906	0.24610592	0.3601286	0.27955973	122.1676	314.8324
1582	"2086"	103	603	1	"24-1"	"103 24-1"	"0110324-1"	"0110324-1"	"P"	"Brewer High School"	"Brewer High School"	0	"G5240"	"S"	56140627	166940	34.417164	-86.69539	"Brewer High School"	806	"603"	"1"	"NA"	"BREWER HIGH SCHOOL"		88.0	254.0	346.0	72.0	268.0	340.0	81.0	253.0	334.0	275.0	83.0	166.0	119.0	144.0	145.0	121.0	127.0	130.0	108.0	153.0	93.0	160.0	116.0	123.0	81.0	83.0	253.0	166.0	0.25730994	0.21176471	0.24251497	0.4524715	0.49416342	0.33333334	0.5451128	0.41379312	0.36758894	0.48535565	0.38034084	130.07657	211.92343
1583	"2129"	103	2999	1	"1-Sep"	"103 39325"	"011039-1"	"011039-1"	"P"	"Union Hill Jr High School"	"Union Hill Jr High School"	0	"G5240"	"S"	82233766	473200	34.44335	-86.6058	"Union Hill Jr High School"	3839	"2999"	"1"	"NA"	"UNION HILL JR HIGH 1, 2"		306.0	1410.0	1749.0	243.0	1470.0	1717.0	305.0	1377.0	1686.0	1248.0	326.0	870.0	399.0	801.0	550.0	665.0	427.0	771.0	370.0	814.0	331.0	822.0	422.0	695.0	305.0	326.0	1377.0	870.0	0.17832167	0.14185639	0.18133175	0.3325	0.35642737	0.27257526	0.4526749	0.3125	0.2870772	0.37779766	0.28930622	496.44946	1219.5505
1584	"2090"	103	1926	1	"1-Jul"	"103 39263"	"011037-1"	"011037-1"	"P"	"Cotaco School"	"Cotaco School"	0	"G5240"	"S"	104769577	5794963	34.51269	-86.69204	"Cotaco School"	2439	"1926"	"1"	"NA"	"COTACO SCHOOL"		228.0	654.0	893.0	187.0	691.0	881.0	234.0	626.0	863.0	600.0	191.0	384.0	240.0	324.0	328.0	257.0	264.0	309.0	238.0	318.0	215.0	331.0	232.0	284.0	234.0	191.0	626.0	384.0	0.2585034	0.21298406	0.27209303	0.42553192	0.460733	0.3321739	0.5606838	0.42805755	0.3937729	0.4496124	0.3794146	334.64368	547.3563
1585	"2120"	103	2178	1	"13-1"	"103 13-1"	"0110313-1"	"0110313-1"	"A"	"SAVES Fire Dept #1"	"SAVES Fire Dept #1"	0	"G5240"	"N"	81439570	176791	34.45453	-86.78268	"SAVES Fire Dept #1"	2801	"2178"	"1"	"NA"	"SAVES FIRE DEPARTMENT STAT 1"		205.0	926.0	1145.0	195.0	932.0	1127.0	240.0	867.0	1108.0	838.0	218.0	571.0	298.0	497.0	409.0	405.0	332.0	458.0	302.0	480.0	238.0	514.0	292.0	405.0	240.0	218.0	867.0	571.0	0.18125552	0.17302573	0.21680216	0.37484276	0.42025316	0.27629912	0.502457	0.38618925	0.31648937	0.4189383	0.32665524	369.44708	761.5529
1586	"2088"	103	914	1	"1-Jun"	"103 39233"	"011036-1"	"011036-1"	"A"	"Center Springs Methodist Church"	"Center Springs Methodist Church"	0	"G5240"	"N"	40203114	3353704	34.523293	-86.75499	"Center Springs Methodist Church"	1191	"914"	"1"	"NA"	"CENTER SPRINGS METH"		113.0	391.0	516.0	87.0	423.0	512.0	117.0	387.0	505.0	382.0	99.0	265.0	131.0	238.0	181.0	186.0	145.0	213.0	127.0	233.0	109.0	245.0	134.0	210.0	117.0	99.0	387.0	265.0	0.22420634	0.17058824	0.23214285	0.35501355	0.40502793	0.27197802	0.49318802	0.35277778	0.3079096	0.3895349	0.3202367	161.3993	342.60068
1587	"2096"	103	786	1	"22-1"	"103 22-1"	"0110322-1"	"0110322-1"	"A"	"Dist No 3 Shop Building"	"Dist No 3 Shop Building"	0	"G5240"	"N"	50147887	64901	34.381565	-86.83288	"Dist No 3 Shop Building"	1003	"786"	"1"	"NA"	"DIST NO 3 SHOP BLDG"		67.0	349.0	419.0	56.0	353.0	409.0	74.0	325.0	400.0	291.0	71.0	206.0	98.0	180.0	144.0	136.0	105.0	175.0	93.0	178.0	74.0	199.0	92.0	161.0	74.0	71.0	325.0	206.0	0.1610577	0.13691932	0.18546365	0.352518	0.375	0.25631768	0.51428574	0.34317344	0.27106228	0.36363637	0.2959434	123.11246	292.88754
1588	"2126"	103	2689	1	"14-1"	"103 14-1"	"0110314-1"	"0110314-1"	"A"	"Sparkman Elem School"	"Sparkman Elem School"	0	"G5240"	"N"	67888589	257718	34.44432	-86.86944	"Sparkman Elem School"	3524	"2689"	"1"	"NA"	"SPARKMAN ELEMENTARY"		200.0	1167.0	1395.0	186.0	1183.0	1371.0	265.0	1077.0	1342.0	945.0	230.0	642.0	313.0	589.0	440.0	474.0	351.0	553.0	304.0	573.0	252.0	614.0	322.0	508.0	265.0	119.0	1077.0	321.0	0.14630578	0.1358656	0.19746646	0.34700665	0.38827434	0.27045456	0.48140043	0.34663627	0.29099306	0.38795182	0.2992355	409.05493	957.94507
1589	"2116"	103	5056	1	"1-May"	"103 39202"	"011035-1"	"011035-1"	"P"	"Priceville Fire Station"	"Priceville Fire Station"	0	"G5240"	"S"	99150953	11057128	34.520737	-86.88032	"Priceville Fire Station"	6644	"5056"	"1"	"NA"	"PRICEVILLE MUNICIPAL BLDG 1, 2"		496.0	2334.0	2863.0	393.0	2427.0	2821.0	482.0	2281.0	2769.0	1939.0	434.0	1419.0	615.0	1248.0	851.0	1040.0	683.0	1171.0	578.0	1264.0	478.0	1318.0	598.0	1133.0	241.5	217.0	1140.5	709.5	0.17526501	0.13936171	0.17444806	0.33011273	0.36839268	0.23421478	0.45002645	0.31378937	0.266147	0.34546503	0.27972227	791.6141	2038.386
1590	"2123"	103	6509	1	"15-1"	"103 15-1"	"0110315-1"	"0110315-1"	"A"	"John J Sparkman Civic Center"	"John J Sparkman Civic Center"	0	"G5240"	"N"	25438722	180593	34.425564	-86.94022	"John J Sparkman Civic Center"	8828	"6509"	"1"	"NA"	"SPARKMAN CIVIC CENTER 1"		783.0	3239.0	4070.0	593.0	3414.0	4015.0	1559.0	2398.0	3975.0	2768.0	2123.0	0.0	879.0	1788.0	1249.0	1462.0	1043.0	1635.0	899.0	1757.0	740.0	1882.0	918.0	1601.0	1559.0	2123.0	2398.0	0.0	0.19467926	0.14799102	0.39398533	0.3295838	0.38946974	1.0	0.4607156	0.33847892	0.2822273	0.36443034	0.39015612	1569.208	2452.792
1591	"2078"	103	4601	1	"15-2"	"103 15-2"	"0110315-2"	"0110315-2"	"A"	"American Legion Bldg"	"American Legion Bldg"	0	"G5240"	"N"	28300900	567178	34.466663	-86.96066	"American Legion Bldg"	6020	"5217"	"0.881924478"	"NA"	"AMERICAN LEGION HARTSELLE 1, 2, AMERICAN LEGION DECATUR"		566.1955	1889.9641	2496.7283	467.41998	1977.2747	2448.2224	37.922752	118.17788	156.10063	1792.9525	1241.7496	71.43588	622.6387	1106.8152	848.4114	900.4449	701.12994	1033.6155	613.81946	1108.5791	517.6897	1157.9668	639.39526	983.34576	507.10657	1247.0413	711.7131	35.71794	0.23052065	0.1911977	0.24293785	0.3600204	0.40416878	0.9721554	0.48512354	0.3563748	0.30894735	0.39402175	0.39454684	969.07	1487.0897
1592	"2101"	103	1969	1	"21-1"	"103 21-1"	"0110321-1"	"0110321-1"	"A"	"Falkville Municipal Building"	"Falkville Municipal Building"	0	"G5240"	"N"	81371369	336170	34.350216	-86.94774	"Falkville Municipal Building"	2513	"1969"	"1"	"NA"	"FALKVILLE MUNICIPAL BLDG"		155.0	564.0	736.0	134.0	595.0	732.0	179.0	530.0	713.0	534.0	179.0	324.0	235.0	280.0	297.0	225.0	234.0	273.0	237.0	267.0	192.0	302.0	243.0	228.0	179.0	179.0	530.0	324.0	0.21557719	0.18381344	0.25246826	0.4563107	0.46153846	0.35586482	0.5689655	0.4702381	0.38866398	0.51592356	0.3869364	278.20728	440.79272
1593	"2107"	103	975	1	"28-1"	"103 28-1"	"0110328-1"	"0110328-1"	"A"	"Lebanon Baptist Church"	"Lebanon Baptist Church"	0	"G5240"	"N"	41806958	544108	34.38994	-86.976746	"Lebanon Baptist Church"	1275	"975"	"1"	"NA"	"LEBANON BAPTIST CHURCH"		95.0	449.0	558.0	74.0	487.0	561.0	108.0	445.0	554.0	430.0	104.0	310.0	127.0	275.0	194.0	222.0	158.0	257.0	134.0	273.0	106.0	300.0	139.0	247.0	54.5	104.0	222.5	310.0	0.17463236	0.13190731	0.19529837	0.3159204	0.38072288	0.25120774	0.46634614	0.32923833	0.26108375	0.36010364	0.2866461	155.93547	388.0645
1594	"2091"	103	774	1	"19-1"	"103 19-1"	"0110319-1"	"0110319-1"	"A"	"Danville Volunteer Fire Station"	"Danville Volunteer Fire Station"	0	"G5240"	"N"	65604739	226763	34.4262	-87.0563	"Danville Volunteer Fire Station"	1031	"774"	"1"	"NA"	"DANVILLE VOLUNTEER FIRE"		78.0	371.0	458.0	60.0	395.0	455.0	85.0	358.0	443.0	323.0	74.0	225.0	109.0	195.0	172.0	140.0	128.0	174.0	115.0	185.0	88.0	196.0	106.0	157.0	85.0	74.0	358.0	225.0	0.17371938	0.13186814	0.1918736	0.35855263	0.42384106	0.24749164	0.55128205	0.38333333	0.30985916	0.40304184	0.3174863	142.55135	306.44867
